Title,Average_Rating,Director,Number_reviews,Release_Date,Actor1,Actor2,Genre1,Genre2
Little White Lies,3.6,Guillaume Canet,1596,2010,François Cluzet,Marion Cotillard,Drama,Comedy
The Last House on the Left,2.94,Wes Craven,7639,1972,Sandra Peabody,Lucy Grantham,Horror,Thriller
Carmen Jones,3.37,Otto Preminger,1148,1954,Harry Belafonte,Dorothy Dandridge,Drama,Romance
The Devil Strikes at Night,3.54,Robert Siodmak,132,1957,Claus Holm,Mario Adorf,History,Drama
American Made,3.37,Doug Liman,12046,2017,Tom Cruise,Sarah Wright,Comedy,Crime
Bird,3.61,Clint Eastwood,671,1988,Forest Whitaker,Diane Venora,Drama,Music
Life and Nothing But,3.69,Bertrand Tavernier,92,1989,Philippe Noiret,Sabine Azéma,War,Drama
Ghostwatch,3.83,Lesley Manning,6682,1992,Michael Parkinson,Sarah Greene,Horror,TV Movie
The Hitman's Bodyguard,3.02,Patrick Hughes,11956,2017,Ryan Reynolds,Samuel L. Jackson,Comedy,Action
The Black Pirate,3.44,Albert Parker,283,1926,Douglas Fairbanks,Billie Dove,Action,Adventure
The Classic,3.69,Kwak Jae-yong,760,2003,Son Ye-jin,Cho Seung-woo,Drama,Romance
Deep Cover,3.89,Bill Duke,8581,1992,Laurence Fishburne,Jeff Goldblum,Action,Thriller
The Hidden,3.62,Jack Sholder,5803,1987,Kyle MacLachlan,Michael Nouri,Thriller,Science Fiction
Pareeksha,3.34,Prakash Jha,47,2020,Adil Hussain,Priyanka Bose,Drama,
Angamaly Diaries,3.81,Lijo Jose Pellissery,583,2017,Antony Varghese,Sarath Kumar,Thriller,Comedy
How to Get Ahead in Advertising,3.55,Bruce Robinson,1474,1989,Richard E. Grant,Rachel Ward,Comedy,Fantasy
The House Is Black,4.21,Forugh Farrokhzad,2509,1963,Forugh Farrokhzad,Ebrahim Golestan,Documentary,
To the Left of the Father,3.96,Luiz Fernando Carvalho,451,2001,Selton Mello,Raul Cortez,Drama,
Friends,3.44,Siddique,73,2001,Vijay,Suriya,Drama,Family
The Rest Is Silence,3.48,Nae Caranfil,21,2007,Marius Florea Vizante,Ovidiu Niculescu,Drama,Comedy
The Weeping Meadow,4.27,Theo Angelopoulos,602,2004,Alexandra Aidini,Nikos Poursanidis,Drama,History
Will Success Spoil Rock Hunter?,3.66,Frank Tashlin,1214,1957,Tony Randall,Jayne Mansfield,Romance,Comedy
Parava,3.58,Soubin Shahir,136,2017,Amal Shah,Govind V Pai,Drama,
Symbol,3.52,Hitoshi Matsumoto,1263,2009,Hitoshi Matsumoto,David Quintero,Fantasy,Comedy
The Hands of Orlac,3.56,Robert Wiene,1213,1924,Conrad Veidt,Alexandra Sorina,Horror,Thriller
Adua and Her Friends,3.82,Antonio Pietrangeli,201,1960,Simone Signoret,Sandra Milo,Drama,Comedy
Project X,3.16,Nima Nourizadeh,41557,2012,Thomas Mann,Oliver Cooper,Comedy,
All Dogs Go to Heaven,3.4,Don Bluth,3052,1989,Burt Reynolds,Dom DeLuise,Family,Fantasy
Ginger and Fred,3.57,Federico Fellini,350,1986,Giulietta Masina,Marcello Mastroianni,Comedy,Drama
Fletch,3.34,Michael Ritchie,4551,1985,Chevy Chase,Tim Matheson,Mystery,Crime
Look Who's Back,3.42,David Wnendt,3267,2015,Oliver Masucci,Fabian Busch,Comedy,
Muppet Treasure Island,3.5,Brian Henson,7658,1996,Tim Curry,Billy Connolly,Comedy,Action
It Chapter Two,2.88,Andy Muschietti,71970,2019,Jessica Chastain,James McAvoy,Horror,
Rockstar,3.54,Imtiaz Ali,1803,2011,Ranbir Kapoor,Nargis Fakhri,Drama,Music
Fire,3.6,Deepa Mehta,664,1996,Nandita Das,Shabana Azmi,Drama,Romance
Qismat,3.4,Jagdeep Sidhu,50,2018,Ammy Virk,Sargun Mehta,Drama,Comedy
Vampire's Kiss,3.43,Robert Bierman,13652,1988,Nicolas Cage,María Conchita Alonso,Comedy,Horror
Babylon,3.82,Damien Chazelle,187673,2022,Brad Pitt,Margot Robbie,Comedy,Drama
Before the Revolution,3.61,Bernardo Bertolucci,382,1964,Adriana Asti,Francesco Barilli,Romance,Drama
Woman on the Run,3.68,Norman Foster,1033,1950,Ann Sheridan,Dennis O'Keefe,Thriller,Mystery
Streetwise,4.33,Martin Bell,2421,1984,Erin Blackwell,Dewayne Pomeroy,Documentary,
Strangers When We Meet,3.75,Richard Quine,241,1960,Kirk Douglas,Kim Novak,Romance,Drama
Chess of the Wind,3.92,Mohammad Reza Aslani,1540,1976,Fakhri Khorvash,Mohammadali Keshavarz,Drama,Mystery
Quatermass and the Pit,3.52,Roy Ward Baker,1478,1967,Andrew Keir,James Donald,Science Fiction,Horror
Vampire Hunter D,3.42,Toyoo Ashida,2721,1985,Kaneto Shiozawa,Michie Tomizawa,Animation,Fantasy
Goodachari,3.42,Sashi Kiran Tikka,168,2018,Adivi Sesh,Prakash Raj,Action,Thriller
Shall We Dance,3.61,Mark Sandrich,1055,1937,Fred Astaire,Ginger Rogers,Romance,Comedy
Summer Palace,3.86,Lou Ye,434,2006,Hao Lei,Guo Xiaodong,Romance,Drama
It's Always Fair Weather,3.74,Stanley Donen,1878,1955,Gene Kelly,Dan Dailey,Romance,Comedy
A Thousand Desires Like These,3.63,Sudhir Mishra,245,2003,Kay Kay Menon,Chitrangda Singh,Drama,
Berserk: The Golden Age Arc III - The Advent,3.9,Toshiyuki Kubooka,1889,2013,Hiroaki Iwanaga,Toa Yukinari,Action,Adventure
American Reunion,2.73,Jon Hurwitz,4530,2012,Jason Biggs,Alyson Hannigan,Comedy,
Like Crazy,3.3,Drake Doremus,4114,2011,Anton Yelchin,Felicity Jones,Romance,Drama
Ab Tak Chhappan,3.54,Shimit Amin,40,2004,Nana Patekar,Yashpal Sharma,Drama,Crime
Shoot 'Em Up,3.11,Michael Davis,3128,2007,Clive Owen,Monica Bellucci,Comedy,Thriller
The Hills Have Eyes,3.11,Wes Craven,11445,1977,Suze Lanier-Bramlett,Robert Houston,Horror,Thriller
The Horse Whisperer,3.26,Robert Redford,613,1998,Robert Redford,Kristin Scott Thomas,Drama,Adventure
Dark Eyes,3.59,Nikita Mikhalkov,115,1987,Marcello Mastroianni,Marthe Keller,Drama,Comedy
Made in Abyss: Dawn of the Deep Soul,3.95,Masayuki Kojima,1669,2020,Miyu Tomita,Mariya Ise,Adventure,Fantasy
Tape,3.65,Richard Linklater,2890,2001,Ethan Hawke,Robert Sean Leonard,Drama,
Raya and the Last Dragon,3.29,Don Hall,51771,2021,Kelly Marie Tran,Awkwafina,Family,Action
Ramanaa,3.48,A.R. Murugadoss,47,2002,Vijayakanth,Simran,Drama,Action
The Man Who Copied,3.86,Jorge Furtado,3671,2003,Lázaro Ramos,Leandra Leal,Romance,Comedy
Torch Song Trilogy,3.82,Paul Bogart,476,1988,Matthew Broderick,Harvey Fierstein,Drama,Romance
We Won't Grow Old Together,3.84,Maurice Pialat,582,1972,Marlène Jobert,Jean Yanne,Drama,Romance
Dragon: The Bruce Lee Story,3.33,Rob Cohen,587,1993,Jason Scott Lee,Lauren Holly,Drama,History
Abraham's Valley,4.07,Manoel de Oliveira,262,1993,Leonor Silveira,Luís Miguel Cintra,Drama,
The Lives of a Bengal Lancer,3.31,Henry Hathaway,153,1935,Gary Cooper,Franchot Tone,Adventure,Drama
The Marriage Circle,3.52,Ernst Lubitsch,296,1924,Florence Vidor,Monte Blue,Romance,Comedy
Kick,3.59,Surender Reddy,69,2009,Ravi Teja,Ileana D'Cruz,Comedy,Action
Shark Tale,2.81,Vicky Jenson,22438,2004,Will Smith,Robert De Niro,Action,Animation
Once Upon a Time there Lived a Dog,3.91,Eduard Nazarov,88,1982,Georgi Burkov,Armen Dzhigarkhanyan,Animation,Family
Boruto: Naruto the Movie,3.19,Hiroyuki Yamashita,666,2015,Yuko Sanpei,Cocoro Kikuchi,Adventure,Fantasy
The Century of the Self,4.23,Adam Curtis,839,2002,Adam Curtis,Anne Bernays,Documentary,
Applause,3.51,Rouben Mamoulian,249,1929,Helen Morgan,Joan Peers,Drama,Music
Aayitha Ezhuthu,3.63,Mani Ratnam,224,2004,R. Madhavan,Suriya,Action,Drama
I Dream in Another Language,4.05,Ernesto Contreras,4457,2017,Fernando Álvarez Rebeil,Eligio Meléndez,Drama,Fantasy
Saved!,3.4,Brian Dannelly,8303,2004,Jena Malone,Mandy Moore,Comedy,
The Secret Life of Bees,3.48,Gina Prince-Bythewood,1628,2008,Dakota Fanning,Queen Latifah,Adventure,Family
Lovers: A True Story,3.44,Vicente Aranda,116,1991,Victoria Abril,Jorge Sanz,Drama,Crime
The Adversary,3.94,Satyajit Ray,295,1970,Dhritiman Chatterjee,Krishna Bose,Drama,Romance
Katzelmacher,3.43,Rainer Werner Fassbinder,492,1969,Hanna Schygulla,Rainer Werner Fassbinder,Drama,
The Banishment,3.89,Andrey Zvyagintsev,510,2007,Konstantin Lavronenko,Aleksandr Baluev,Drama,
Brochevarevaru Ra,3.61,Vivek Athreya,258,2019,Sree Vishnu,Rahul Ramakrishna,Crime,Thriller
The Little Shop of Horrors,3.17,Roger Corman,3429,1960,Jonathan Haze,Jackie Joseph,Horror,Fantasy
The Visitors,3.42,Jean-Marie Poiré,897,1993,Jean Reno,Christian Clavier,Comedy,Fantasy
Painted Fire,3.56,Im Kwon-taek,92,2002,Choi Min-sik,Kim Yeo-jin,Drama,History
Beautiful Girls,3.3,Ted Demme,1456,1996,Timothy Hutton,Matt Dillon,Comedy,Romance
Elysium,2.89,Neill Blomkamp,10081,2013,Matt Damon,Jodie Foster,Science Fiction,Drama
Gloomy Sunday,3.73,Rolf Schübel,225,1999,Erika Marozsán,Joachim Król,Drama,Romance
Holiday Inn,3.22,Mark Sandrich,3063,1942,Bing Crosby,Fred Astaire,Comedy,Drama
SPL: Kill Zone,3.45,Wilson Yip,949,2005,Donnie Yen,Sammo Hung,Crime,Drama
30 Days of Night,3.09,David Slade,8441,2007,Josh Hartnett,Melissa George,Horror,Thriller
History Is Made at Night,3.89,Frank Borzage,1446,1937,Charles Boyer,Jean Arthur,Drama,Romance
Vincere,3.57,Marco Bellocchio,225,2009,Giovanna Mezzogiorno,Filippo Timi,Drama,History
Dead Reckoning,3.4,John Cromwell,933,1947,Humphrey Bogart,Lizabeth Scott,Crime,Mystery
Ali Zaoua: Prince of the Streets,3.72,Nabil Ayouch,146,2000,Mounïm Kbab,Hicham Moussoune,Drama,
Body Double,3.76,Brian De Palma,13339,1984,Craig Wasson,Melanie Griffith,Crime,Thriller
Instant Family,3.41,Sean Anders,18049,2018,Mark Wahlberg,Rose Byrne,Drama,Comedy
The Life of Jesus,3.6,Bruno Dumont,632,1997,David Douche,Marjorie Cottreel,Drama,
Cave of Forgotten Dreams,3.81,Werner Herzog,2844,2010,Werner Herzog,Dominique Baffier,Documentary,
The Sugarland Express,3.49,Steven Spielberg,3344,1974,Goldie Hawn,Ben Johnson,Drama,Crime
Udta Punjab,3.63,Abhishek Chaubey,476,2016,Shahid Kapoor,Alia Bhatt,Drama,Action
Shala,3.58,Sujay Dahake,35,2011,Dilip Prabhavalkar,Santosh Juvekar,Drama,
2 Days in Paris,3.35,Julie Delpy,1425,2007,Julie Delpy,Adam Goldberg,Comedy,Romance
Polytechnique,3.7,Denis Villeneuve,7756,2009,Maxim Gaudette,Sébastien Huberdeau,Drama,Crime
The Big Gundown,3.88,Sergio Sollima,1528,1967,Lee Van Cleef,Tomas Milian,Drama,Western
42 Up,4.04,Michael Apted,284,1998,Bruce Balden,Jacqueline Bassett,Documentary,
Duel to the Death,3.88,Tony Ching Siu-Tung,1144,1983,Norman Chui Siu-Keung,Damian Lau,Action,Drama
Ponniyin Selvan: Part I,3.52,Mani Ratnam,3842,2022,Vikram,Aishwarya Rai Bachchan,Adventure,Action
Help! Vengos Visible Agent '000',3.55,Thanasis Vengos,8,1967,Thanasis Vengos,Zannino,Comedy,
Ek Doctor Ki Maut,3.63,Tapan Sinha,95,1990,Shabana Azmi,Pankaj Kapur,Drama,
The Kingdom,3.16,Peter Berg,1419,2007,Jamie Foxx,Jennifer Garner,Drama,Action
Story of a Prostitute,3.78,Seijun Suzuki,321,1965,Tamio Kawachi,Yumiko Nogawa,Drama,Romance
Hornblower: The Even Chance,3.67,Andrew Grieve,166,1998,Ioan Gruffudd,Robert Lindsay,Adventure,TV Movie
Lorenzo's Oil,3.44,George Miller,1573,1992,Nick Nolte,Susan Sarandon,Drama,
Happiness,3.68,Aleksandr Medvedkin,193,1934,Pyotr Zinovyev,Yelena Yegorova,Comedy,
Fantastic Four,2.41,Tim Story,13778,2005,Ioan Gruffudd,Jessica Alba,Science Fiction,Action
The Chronicles of Riddick,2.85,David Twohy,3702,2004,Vin Diesel,Thandiwe Newton,Action,Science Fiction
Hell Drivers,3.55,Cy Endfield,464,1957,Stanley Baker,Herbert Lom,Drama,Thriller
Saaransh,3.57,Mahesh Bhatt,38,1984,Rohini Hattangadi,Anupam Kher,Drama,
Blind Husbands,3.57,Erich von Stroheim,230,1919,Erich von Stroheim,Gibson Gowland,Drama,Romance
Get Out Your Handkerchiefs,3.5,Bertrand Blier,263,1978,Gérard Depardieu,Patrick Dewaere,Drama,Comedy
Raazi,3.64,Meghna Gulzar,815,2018,Alia Bhatt,Vicky Kaushal,History,Drama
Lover Come Back,3.35,Delbert Mann,999,1961,Rock Hudson,Doris Day,Romance,Comedy
Guru,3.4,Mani Ratnam,467,2007,Abhishek Bachchan,Aishwarya Rai Bachchan,Drama,Romance
Thelma,3.7,Joachim Trier,12236,2017,Eili Harboe,Kaya Wilkins,Drama,Thriller
Rurouni Kenshin Part I: Origins,3.51,Keishi Otomo,1787,2012,Takeru Satoh,Emi Takei,History,War
The Maids of Wilko,3.55,Andrzej Wajda,47,1979,Daniel Olbrychski,Anna Seniuk,Drama,Romance
The Wheelchair,3.65,Marco Ferreri,188,1960,José Isbert,Pedro Porcel,Comedy,
Innocent Voices,3.79,Luis Mandoki,588,2004,Carlos Padilla,Xuna Primus,Drama,War
Gertie the Dinosaur,3.6,Winsor McCay,1381,1914,Winsor McCay,George McManus,Comedy,Animation
The Falls,3.92,Peter Greenaway,521,1980,Colin Cantlie,Stephen Quay,Science Fiction,Comedy
K. D.,3.63,Madhumita,147,2019,Mu Ramaswamy,Naga Vishal,Drama,
Prey,3.56,Dan Trachtenberg,82825,2022,Amber Midthunder,Dakota Beavers,Science Fiction,Action
11:14,3.41,Greg Marcks,1048,2003,Rachael Leigh Cook,Ben Foster,Drama,Crime
Somewhere in Time,3.45,Jeannot Szwarc,2464,1980,Christopher Reeve,Jane Seymour,Fantasy,Drama
Nymphomaniac: Vol. II,3.28,Lars von Trier,11231,2013,Charlotte Gainsbourg,Stellan Skarsgård,Mystery,Drama
FLCL,4.31,Masahiko Otsuka,4026,2000,Karen Miyama,Shoya Chiba,Comedy,Animation
Doctor Strange in the Multiverse of Madness,2.96,Sam Raimi,235239,2022,Benedict Cumberbatch,Elizabeth Olsen,Fantasy,Adventure
Daria in 'Is It College Yet?',4,Karen Disher,959,2002,Tracy Grandstaff,Wendy Hoopes,Comedy,Animation
Saw II,3.14,Darren Lynn Bousman,52378,2005,Tobin Bell,Donnie Wahlberg,Horror,
The Running Man,3.24,Paul Michael Glaser,9305,1987,Arnold Schwarzenegger,Richard Dawson,Action,Thriller
The Search,3.77,Fred Zinnemann,283,1948,Montgomery Clift,Ivan Jandl,Drama,War
Onaayum Aattukkuttiyum,3.68,Mysskin,184,2013,Sri,Mysskin,Crime,Mystery
Hornblower: Retribution,3.64,Andrew Grieve,77,2001,Ioan Gruffudd,David Warner,Drama,TV Movie
Riff-Raff,3.64,Ken Loach,356,1991,Robert Carlyle,Emer McCourt,Drama,Comedy
Fantômas: The Dead Man Who Killed,3.56,Louis Feuillade,177,1913,René Navarre,Edmund Breon,Drama,Crime
Eega,3.77,S. S. Rajamouli,2369,2012,Sudeep,Samantha Ruth Prabhu,Action,Fantasy
Silverado,3.48,Lawrence Kasdan,2576,1985,Kevin Kline,Scott Glenn,Western,Action
Joji,3.75,Dileesh Pothan,1257,2021,Fahadh Faasil,Baburaj,Crime,Drama
House of Tolerance,3.87,Bertrand Bonello,1614,2011,Noémie Lvovsky,Hafsia Herzi,Drama,
I Walk Alone,3.48,Byron Haskin,545,1947,Burt Lancaster,Lizabeth Scott,Drama,Crime
Magadheera,3.65,S. S. Rajamouli,476,2009,Ram Charan,Kajal Agarwal,Action,
Cry of the City,3.62,Robert Siodmak,624,1948,Victor Mature,Richard Conte,Drama,Crime
"Summer of Soul (...or, When the Revolution Could Not Be Televised)",4.14,Questlove,13709,2021,Stevie Wonder,Lin-Manuel Miranda,History,Music
The Expendables 2,2.71,Simon West,5806,2012,Sylvester Stallone,Jason Statham,Action,Adventure
The Lost Letter,3.73,Borys Ivchenko,62,1972,Ivan Mykolaichuk,Fedir Stryhun,History,Fantasy
Humanité,3.71,Bruno Dumont,699,1999,Emmanuel Schotté,Séverine Caneele,Drama,Mystery
Aandavan Kattalai,3.63,M. Manikandan,176,2016,Vijay Sethupathi,Ritika Singh,Romance,Drama
The Homecoming: A Christmas Story,3.45,Fielder Cook,133,1971,Patricia Neal,Richard Thomas,TV Movie,Family
Flight of the Navigator,3.3,Randal Kleiser,2135,1986,Joey Cramer,Paul Reubens,Science Fiction,Family
Mr. India,3.45,Shekhar Kapur,147,1987,Anil Kapoor,Sridevi,Drama,Science Fiction
Here Is Your Life,3.73,Jan Troell,161,1966,Eddie Axberg,Gudrun Brost,History,Drama
Noises Off...,3.68,Peter Bogdanovich,1461,1992,Carol Burnett,Michael Caine,Comedy,
Kapoor & Sons,3.69,Shakun Batra,1757,2016,Sidharth Malhotra,Fawad Khan,Romance,Comedy
Friends with Benefits,2.89,Will Gluck,23776,2011,Justin Timberlake,Mila Kunis,Comedy,Romance
Time Stands Still,3.71,Péter Gothár,96,1982,István Znamenák,Péter Gálfy,Drama,
Rock On!!,3.51,Abhishek Kapoor,309,2008,Farhan Akhtar,Arjun Rampal,Drama,
The Glass Agency,3.13,Ebrahim Hatamikia,22,1998,Parviz Parastouei,Reza Kianian,Action,Romance
Diamond Dust,3.54,Marwan Hamed,168,2018,Asser Yasseen,Menna Shalabi,Thriller,Drama
Bell Bottom,3.43,Jayathirtha,82,2019,Rishab Shetty,Hariprriya,Drama,Thriller
Never Look Away,3.89,Florian Henckel von Donnersmarck,3274,2018,Tom Schilling,Sebastian Koch,Drama,History
Rembrandt,3.51,Alexander Korda,185,1936,Charles Laughton,Gertrude Lawrence,Drama,
The King,3.64,Nikos Grammatikos,42,2002,Vangelis Mourikis,Marilita Lambropoulou,Drama,
Modern Romance,3.73,Albert Brooks,5405,1981,Albert Brooks,Kathryn Harrold,Drama,Comedy
Wet Hot American Summer,3.52,David Wain,11850,2001,Janeane Garofalo,David Hyde Pierce,Comedy,
Madame Curie,3.42,Mervyn LeRoy,215,1943,Greer Garson,Walter Pidgeon,History,Drama
The Wishing Tree,3.94,Tengiz Abuladze,159,1976,Lika Kavzharadze,Soso Jachvliani,Drama,
"Kill, Baby... Kill!",3.53,Mario Bava,2475,1966,Giacomo Rossi Stuart,Erika Blanc,Horror,
Aarya,3.4,Sukumar,83,2004,Allu Arjun,Anuradha Mehta,Drama,Romance
Light Sleeper,3.69,Paul Schrader,5808,1992,Willem Dafoe,Susan Sarandon,Drama,Crime
Paris Belongs to Us,3.64,Jacques Rivette,717,1961,Betty Schneider,Giani Esposito,Mystery,Thriller
Innocence,3.68,Lucile Hadzihalilovic,819,2004,Zoé Auclair,Lea Bridarolli,Mystery,Drama
Such a Pretty Little Beach,3.62,Yves Allégret,97,1949,Madeleine Robinson,Gérard Philipe,Drama,
Crippled Avengers,3.79,Chang Cheh,1278,1978,Chen Kuan-Tai,Phillip Chung-Fung Kwok,Drama,Action
The Joy Luck Club,3.89,Wayne Wang,3115,1993,Ming-Na Wen,Lauren Tom,Drama,
Billy Budd,3.7,Peter Ustinov,244,1962,Terence Stamp,Robert Ryan,Drama,Action
"It's Not Me, I Swear!",3.98,Philippe Falardeau,272,2008,Antoine L'Écuyer,Suzanne Clément,Drama,Comedy
Angel,3.83,Ernst Lubitsch,794,1937,Marlene Dietrich,Herbert Marshall,Drama,Romance
Steins;Gate: The Movie - Load Region of Déjà Vu,3.72,Kanji Wakabayashi,519,2013,Mamoru Miyano,Asami Imai,Science Fiction,Animation
The Seduction of Mimi,3.69,Lina Wertmüller,807,1972,Giancarlo Giannini,Mariangela Melato,Comedy,
Vanaprastham,3.76,Shaji N. Karun,127,1999,Mohanlal,Suhasini Maniratnam,Drama,
Siberiade,3.94,Andrei Konchalovsky,139,1979,Nikita Mikhalkov,Vitali Solomin,Drama,War
Hyenas,4,Djibril Diop Mambéty,890,1992,Djibril Diop Mambéty,Mansour Diouf,Drama,Comedy
Metallica: Some Kind of Monster,3.7,Joe Berlinger,3123,2004,James Hetfield,Lars Ulrich,Music,Documentary
Taanakkaran,3.49,Tamizh,427,2022,Vikram Prabhu,Anjali Nair,Drama,
Jiro Dreams of Sushi,3.99,David Gelb,5772,2011,Jiro Ono,Masuhiro Yamamoto,Documentary,
Dragon Ball Super: Broly,3.76,Tatsuya Nagamine,8536,2018,Masako Nozawa,Aya Hisakawa,Science Fiction,Animation
Night at the Museum: Battle of the Smithsonian,2.82,Shawn Levy,9313,2009,Ben Stiller,Amy Adams,Family,Fantasy
John Carter,2.67,Andrew Stanton,5983,2012,Taylor Kitsch,Lynn Collins,Science Fiction,Adventure
Fan-Fan the Tulip,3.48,Christian-Jaque,135,1952,Gérard Philipe,Gina Lollobrigida,Comedy,Romance
Due Date,2.82,Todd Phillips,6519,2010,Robert Downey Jr.,Zach Galifianakis,Drama,Comedy
Ardh Satya,3.69,Govind Nihalani,192,1983,Om Puri,Smita Patil,Crime,Drama
Don,3.58,Chandra Barot,258,1978,Amitabh Bachchan,Zeenat Aman,Comedy,Thriller
Five Evenings,3.6,Nikita Mikhalkov,33,1978,Lyudmila Gurchenko,Stanislav Lyubshin,Romance,Drama
Secret Window,3,David Koepp,5928,2004,Johnny Depp,John Turturro,Mystery,Thriller
One Piece Film: Z,3.64,Tatsuya Nagamine,1899,2012,Mayumi Tanaka,Kazuya Nakai,Action,Fantasy
The Cyclist,3.63,Mohsen Makhmalbaf,166,1989,Mahshid Afsharzadeh,Firouz Kiani,Drama,
My Twentieth Century,3.7,Ildikó Enyedi,609,1989,Dorota Segda,Paulus Manker,Drama,Comedy
Petulia,3.68,Richard Lester,529,1968,Julie Christie,George C. Scott,Drama,Romance
Why Worry?,3.57,Fred C. Newmeyer,345,1923,Harold Lloyd,Jobyna Ralston,Adventure,Romance
State of Play,3.99,David Yates,128,2003,John Simm,Bill Nighy,Drama,Mystery
The Pirate,3.45,Vincente Minnelli,3233,1948,Judy Garland,Gene Kelly,Music,Adventure
The Way,3.44,Emilio Estevez,1093,2010,Martin Sheen,Emilio Estevez,Adventure,Drama
Take Care of My Cat,3.75,Jeong Jae-eun,681,2001,Bae Doona,Lee Yo-won,Drama,
Velaiyilla Pattathari,3.82,R. Velraj,424,2014,Dhanush,Saranya Ponvannan,Drama,Action
Kingsman: The Golden Circle,3.11,Matthew Vaughn,39003,2017,Colin Firth,Julianne Moore,Adventure,Action
Underworld: Evolution,2.81,Len Wiseman,2861,2006,Kate Beckinsale,Scott Speedman,Fantasy,Thriller
The Hired Hand,3.7,Peter Fonda,733,1971,Peter Fonda,Warren Oates,Western,
Estômago: A Gastronomic Story,3.94,Marcos Jorge,9491,2007,João Miguel,Babu Santana,Drama,Comedy
It Happened in Europe,3.56,Géza von Radványi,34,1947,Artúr Somlay,Miklós Gábor,Drama,
The Exorcism of Emily Rose,3.04,Scott Derrickson,7035,2005,Laura Linney,Tom Wilkinson,Drama,Thriller
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,3.44,Felix Herngren,1097,2013,Robert Gustafsson,Iwar Wiklander,Adventure,Comedy
Sea of Love,3.37,Harold Becker,3340,1989,Al Pacino,Ellen Barkin,Drama,Mystery
Shiddat,3.01,Kunal Deshmukh,260,2021,Mohit Raina,Radhika Madan,Romance,Drama
The Traitor,3.58,Marco Bellocchio,1498,2019,Pierfrancesco Favino,Maria Fernanda Cândido,Thriller,Drama
A Thursday,3.18,Behzad Khambata,421,2022,Yami Gautam,Atul Kulkarni,Drama,Crime
Signs of Life,3.55,Werner Herzog,302,1968,Peter Brogle,Wolfgang Reichmann,Drama,War
Violent Summer,3.81,Valerio Zurlini,226,1959,Eleonora Rossi Drago,Jean-Louis Trintignant,War,Romance
Vaali,3.47,S. J. Suryah,92,1999,Ajith Kumar,Simran,Romance,Thriller
Return to Oz,3.39,Walter Murch,5778,1985,Fairuza Balk,Nicol Williamson,Adventure,Fantasy
Uyare,3.48,Manu Ashokan,164,2019,Parvathy Thiruvothu,Asif Ali,Drama,
Kshana Kshanam,3.63,Ram Gopal Varma,114,1991,Venkatesh,Sridevi,Crime,Drama
"Goodbye South, Goodbye",3.89,Hou Hsiao-hsien,422,1996,Jack Kao,Lim Giong,Drama,Crime
Atlantics,3.65,Mati Diop,6916,2019,Mame Bineta Sane,Ibrahima Traore,Fantasy,Romance
Just Like Heaven,3.07,Mark Waters,13896,2005,Reese Witherspoon,Mark Ruffalo,Romance,Fantasy
Requiem for a Heavyweight,3.88,Ralph Nelson,456,1962,Anthony Quinn,Jackie Gleason,Drama,
Dodge City,3.47,Michael Curtiz,404,1939,Errol Flynn,Olivia de Havilland,Western,
Varavelpu,3.55,Sathyan Anthikad,20,1989,Mohanlal,Revathi,Drama,
Thithi,3.67,Raam Reddy,153,2015,Singri Gowda,Channe Gowda,Drama,Comedy
The Young Master,3.56,Jackie Chan,1106,1980,Jackie Chan,Wai Pak,Action,Comedy
My Hero Academia: Heroes Rising,3.54,Kenji Nagasaki,4348,2019,Daiki Yamashita,Nobuhiko Okamoto,Fantasy,Adventure
Possessed,3.5,Curtis Bernhardt,780,1947,Joan Crawford,Van Heflin,Romance,Drama
